,Identifier (RIC),Company Name,Country of Exchange,GICS Industry Name,GICS Sub-Industry Name,Exchange Name,Instrument Type,Ticker Symbol,EPS FY1 2020-11-30,EPS FY1 2020-08-31,EPS FY1 2020-05-31,EPS FY1 2020-02-29,EPS FY1 2019-11-30,EPS FY1 2019-08-31,EPS FY1 2019-05-31,EPS FY1 2019-02-28,EPS FY1 2018-11-30,EPS FY1 2018-08-31,EPS FY1 2018-05-31,EPS FY1 2018-02-28,EPS FY1 2017-11-30,EPS FY1 2017-08-31,EPS FY1 2017-05-31,EPS FY2 2020-11-30,EPS FY2 2020-08-31,EPS FY2 2020-05-31,EPS FY2 2020-02-29,EPS FY2 2019-11-30,EPS FY2 2019-08-31,EPS FY2 2019-05-31,EPS FY2 2019-02-28,EPS FY2 2018-11-30,EPS FY2 2018-08-31,EPS FY2 2018-05-31,EPS FY2 2018-02-28,EPS FY2 2017-11-30,EPS FY2 2017-08-31,EPS FY2 2017-05-31,Revenue FY1 2020-11-30,Revenue FY1 2020-08-31,Revenue FY1 2020-05-31,Revenue FY1 2020-02-29,Revenue FY1 2019-11-30,Revenue FY1 2019-08-31,Revenue FY1 2019-05-31,Revenue FY1 2019-02-28,Revenue FY1 2018-11-30,Revenue FY1 2018-08-31,Revenue FY1 2018-05-31,Revenue FY1 2018-02-28,Revenue FY1 2017-11-30,Revenue FY1 2017-08-31,Revenue FY1 2017-05-31,Revenue FY2 2020-11-30,Revenue FY2 2020-08-31,Revenue FY2 2020-05-31,Revenue FY2 2020-02-29,Revenue FY2 2019-11-30,Revenue FY2 2019-08-31,Revenue FY2 2019-05-31,Revenue FY2 2019-02-28,Revenue FY2 2018-11-30,Revenue FY2 2018-08-31,Revenue FY2 2018-05-31,Revenue FY2 2018-02-28,Revenue FY2 2017-11-30,Revenue FY2 2017-08-31,Revenue FY2 2017-05-31
FITB,FITB.OQ,Fifth Third Bancorp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,FITB,1.41813,1.388,2.67161,2.80392,2.845,2.83094,2.81957,2.50567,2.50781,2.75563,2.35272,2.66737,1.86048,1.7841,1.77403,1.93033,2.10987,2.82778,2.96121,3.01328,3.09889,3.06939,2.74168,2.71957,2.6909,2.629,2.06741,2.03627,2.0008,1.99887,7548398130,7596183330,7642363060,7933423640,7571358210,7494064420,7404522330,6943224750,6961840080,6734612130,6430109720,7064295100,6129198160,6171293620,6198864270,7431834250,7575382390,7766881610,7781264840,7798827050,7855544200,7753999470,7566067120,7610621470,7609140000,6655628630,6407623810,6416938680,6484244190,6479746330
FLIC,FLIC.OQ,First of Long Island Corp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FLIC,1.7154,1.548,1.712,1.7262,1.724,1.7238,1.7465,1.63667,1.65525,1.78675,1.81,1.505,1.51,1.51,1.4625,1.6406,1.542,1.746,1.718,1.74,1.7414,1.76075,1.7125,1.6525,1.883,1.965,1.7275,1.76,1.775,1.7425,115582400,113436000,113224400,111628600,111651400,111633000,114279750,112891000,112462500,115831330,114845250,105673750,105826750,105740250,104273500,114954200,114302600,116232400,112743800,114087200,114538800,118478250,113518250,114590500,126867500,126000000,115484750,118390500,118237500,116569000
FMAO,FMAO.OQ,Farmers & Merchants Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FMAO,1.7,1.565,1.65,1.725,1.72,1.72,1.92,1.62,1.65,1.6,1.6,1.35,1.35,1.3,1.3,1.73,1.525,1.655,1.71,1.74,1.86,2.1,1.89,1.94,1.72,1.72,1.44,1.39,1.36,1.36,58700000,58041000,55382500,52927500,52353000,51698000,53505000,39862000,39480000,39434000,39699000,35953000,35584000,36036000,36369000,60800000,59205000,57248500,53091000,52327000,54171000,56749000,54213000,53668000,42262000,43131000,39506000,38857000,39478000,39527000
FMBH,FMBH.OQ,First Mid Bancshares Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,FMBH,2.56667,2.36333,2.44167,2.845,2.86,3.006,2.94,2.625,2.802,2.68,2.6,2.35667,2.38,2.25,2.15,2.5,2.39833,2.555,2.76,2.855,3.042,3.1,3.082,3.156,3.14,2.86333,2.61667,2.575,2.475,2.3,130075670,130046670,120168670,126205170,125905170,131135200,128802000,111595000,110697500,110505000,101800000,94033330,96250000,92166670,88550000,140745170,126280830,121759170,123136500,124485170,133352600,132126000,131064000,131484000,130120000,114200000,105333330,100200000,94866670,92350000
FMBI,FMBI.OQ,First Midwest Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,FMBI,0.8896,1.0644,1.43483,1.978,1.94083,2.00483,1.95875,1.61586,1.669,1.61,1.70444,1.29778,1.30667,1.34556,1.451,0.8165,1.04867,1.49217,1.97667,1.97286,2.12743,2.14675,2.013,2.03075,1.97129,1.94889,1.606,1.618,1.64,1.652,730900800,767149400,751408800,752740000,750739670,748905570,759172670,663184500,663432500,653892250,671605250,648092220,654290000,657291110,670975560,712992400,748546400,770112400,807160000,811560000,792498140,808513290,757902200,725978130,701310570,716590380,682116670,698050000,703257780,711602220
FMNB,FMNB.OQ,Farmers National Banc Corp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FMNB,1.31,1.01,1.1025,1.2525,1.2525,1.2475,1.2475,1.155,1.15667,1.14667,1.11,0.86667,0.88333,0.89667,0.87667,1.05,1.0525,1.1675,1.31,1.3025,1.3175,1.3225,1.2475,1.25667,1.25333,1.22333,1.03667,1.05,1.04667,1.03,130633330,123566670,121400000,112023330,112090000,111600000,111433330,105700000,105566670,105000000,106733330,100833330,101800000,100533330,100466670,124566670,121366670,121600000,122600000,122966670,116900000,116700000,112133330,112266670,111366670,113366670,107900000,110300000,108433330,107933330
FNB,FNB.N,F.N.B. Corp,United States of America,Banks,Regional Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,FNB,0.89113,0.82388,0.96256,1.18063,1.16163,1.17738,1.163,1.1097,1.0983,1.11882,1.13425,0.92546,0.94909,0.97273,0.966,0.76456,0.84533,1.01911,1.16675,1.17367,1.22888,1.2294,1.16609,1.18355,1.23664,1.24592,1.05,1.09182,1.12909,1.131,1238289630,1251638750,1205363380,1226353710,1222713630,1230895880,1232918880,1216184220,1222855670,1233568440,1248462700,1103927400,1116517780,1143560110,1153453710,1217459630,1223773500,1249384000,1256194140,1262635880,1291402630,1293339500,1253397560,1278542220,1323343220,1340046200,1233549900,1268878780,1305804560,1308797430
FNCB,FNCB.OQ,FNCB Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FNCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNLC,FNLC.OQ,First Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,FNLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNWB,FNWB.OQ,First Northwest Bancorp,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,FNWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAF,FRAF.OQ,Franklin Financial Services Corp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FRAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRBA,FRBA.OQ,FIRST BANK (Hamilton),United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,FRBA,0.84667,0.815,0.89,0.73,0.785,0.91333,1.03,0.99667,0.97,1.05667,1.05,0.65667,0.61,0.73,0.78333,0.87333,0.8575,0.9,0.95,0.95,1.05,1.2,1.01,1.14333,1.23333,1.22667,0.95,0.865,0.97,1.08667,68736670,67223250,66191000,58396500,59941670,61354500,62600000,55412670,54077000,56113670,56034000,39482000,38132500,37750500,36657000,68066670,67525250,69746000,67296500,70004670,72001500,73600000,61853670,61736670,64256000,64352330,55513670,50252000,49937000,47074670
FRBK,FRBK.OQ,Republic First Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,FRBK,0.08,0.055,-0.195,-0.055,0.04,0.105,0.25,0.17,0.205,0.205,0.185,0.15,0.155,0.15,0.15,-0.025,0.01,-0.13,-0.025,0.1,0.23,0.38,0.32,0.385,0.405,0.395,0.24,0.25,0.27,0.255,124113500,131153500,110973000,101980000,106231500,107156000,115247000,98085500,102100000,102635500,104385500,82617500,83176000,84200000,80701000,129052000,132366000,123593500,118941000,131185000,132818000,140054000,120689500,124000000,128946500,130076500,102840000,104999500,104600000,100368500
FRC,FRC.N,First Republic Bank,United States of America,Banks,Regional Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,FRC,5.40305,4.949,4.97265,5.07509,4.95704,5.28996,5.33787,4.74727,4.77552,4.79195,4.76727,4.49053,4.45409,4.50478,4.56659,5.5307,5.34518,5.45685,5.32805,5.35748,5.90517,6.01064,5.37287,5.46457,5.53514,5.51619,4.97,5.28905,5.38046,5.40768,3779487080,3747208460,3606036000,3321749640,3310248900,3406056460,3452110300,3026199100,3032771890,3063294290,3108225000,2801500000,2817811110,2761033330,2762805000,4128218170,4068463550,3999885780,3653629550,3664096600,3857687550,3929600900,3430631000,3456226900,3514287690,3571237500,3206700000,3262877780,3174655560,3160663000
FRME,FRME.OQ,First Merchants Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,FRME,2.50167,2.32167,2.595,3.178,3.23971,3.34517,3.3725,3.19333,3.17167,3.08333,2.99833,2.26167,2.30667,2.265,2.21,2.1798,2.09,2.61167,3.31833,3.32375,3.59417,3.695,3.408,3.435,3.365,3.295,2.78167,2.71167,2.64833,2.62667,498439800,494608800,477261800,450411600,450863430,469981170,497093330,420902400,418412000,414002200,411575800,358265600,359881400,349522000,347372400,485464400,478573800,478360200,496380000,506525570,527510670,537157600,502156400,448337400,444950800,442092200,412431000,414737000,408699200,407822800
FSBW,FSBW.OQ,FS Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ CAPITAL MARKET,Ordinary Shares,FSBW,6.21333,4.43,4.94333,5.27567,4.97667,5.515,5.58333,4.52,4.585,4.81,4.64,4.26,4.015,3.59,,4.52,4.04333,4.87,6.05067,5.73767,5.905,5.96667,5.51667,5.35333,5.23,4.92667,4.08333,3.99333,3.815,,109550000,100150000,92150000,94476000,93533000,93294500,93800000,71550000,71550000,70100000,70250000,66050000,64100000,60900000,,103650000,98250000,92850000,97454000,98150000,97300000,98700000,96850000,99500000,76300000,76500000,73400000,70600000,64400000,
FSEA,FSEA.OQ,First Seacoast Bancorp,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ CAPITAL MARKET,Ordinary Shares,FSEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSFG,FSFG.OQ,First Savings Financial Group Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FSFG,12.84,4.53,6.48,6.65,7.2,5.75,5.5,5.5,4.94,4.84,5.29,4.5,4.03,3.95,3.75,6.45,6.12,7.25,,6.6,6.4,,,,,,,4.5,,,49674000,46233000,,,,40700000,40700000,39865000,37143000,36726000,35196000,35004000,30870000,30116000,30183000,50386000,46964000,,,,,,,,,,,34471000,,
FULT,FULT.OQ,Fulton Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,FULT,0.73625,0.62625,1.10857,1.41,1.391,1.3912,1.39909,1.20273,1.15373,1.09091,1.24091,1.06,1.06,1.06889,1.004,0.73375,0.9425,1.13143,1.33,1.37033,1.418,1.46964,1.41727,1.38,1.35091,1.37727,1.181,1.188,1.20556,1.134,640870880,673540000,629669290,662739000,673499860,678938250,681529670,642098670,639853220,639475330,639739800,599213430,602518140,598505570,571119570,604134880,639538120,646346710,654225290,682646280,699487500,707703440,682339220,679845670,682889660,687112200,653777750,663123430,657258570,662040340
FUNC,FUNC.OQ,First United Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,FUNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSB,FUSB.OQ,First US Bancshares Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FUSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVCB,FVCB.OQ,FVCBankcorp Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FVCB,1.00333,0.95,1.03,1.075,1.11,1.175,1.23333,1.08,1.12,1.06,1.055,0.77,0.792,0.84,0.776,0.75667,0.63,1.09,1.11,1.20667,1.365,1.43333,1.29333,1.38,1.325,1.32,0.9,0.952,0.992,0.976,52359000,53887000,49786000,48517500,50471330,51046500,51765330,39855670,39000000,37891500,37241500,32200000,32500000,32700000,31600000,52311670,50482500,53663000,51547500,56500670,57847000,58418670,52749330,49700000,46036000,43936000,32200000,38600000,38900000,37900000
FXNC,FXNC.OQ,First National Corp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,FXNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GABC,GABC.OQ,German American Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,GABC,2.048,1.902,1.8575,2.3425,2.394,2.3475,2.3075,2.0825,2.10333,2.076,2.025,1.69167,1.72167,1.72833,1.71,1.782,1.786,1.94,2.356,2.416,2.476,2.47,2.394,2.42,2.398,2.225,1.88167,1.945,1.965,1.91667,204836000,203567330,195250000,190581000,187416330,187948500,186672500,152595000,149753000,149377000,143013000,136265670,137357670,137414000,137357330,192822330,196568330,195900000,202997670,201994330,206840670,208493000,178789330,179005000,179142670,153576330,142625670,145157670,144946330,144896000
GBCI,GBCI.OQ,Glacier Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,GBCI,2.47657,2.21857,2.07429,2.35429,2.37625,2.36425,2.4125,2.18857,2.20286,2.17,2.21943,1.76571,1.78286,1.77286,1.78714,2.04,2.02,2.10429,2.39,2.41125,2.52213,2.51338,2.45,2.44571,2.35857,2.41229,2.04857,2.06833,2.062,1.97571,601484500,582299000,546138000,503149330,500199800,505016000,499720140,442196830,442600000,438280000,498300000,388393330,374900000,371630000,361125500,586300240,562118250,554298670,576172750,551507800,565233200,533988290,491506600,485585600,476040000,534625000,448772000,414660000,417143330,384904000
GCBC,GCBC.OQ,Greene County Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ CAPITAL MARKET,Ordinary Shares,GCBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFED,GFED.OQ,Guaranty Federal Bancshares Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,GFED,1.21,0.77,1.83,2.14,2.13,2.16,2.2,2.22,1.89,1.79,1.79,1.44,1.45,1.45,1.41,0.45,0.32,1.66,2.23,2.23,2.25,2.31,2.12,2.12,2.12,2.12,1.65,1.51,1.51,1.51,42000000,41000000,39000000,39200000,39000000,40100000,41400000,39500000,37500000,36500000,35600000,29000000,28800000,28000000,28000000,41000000,39000000,40000000,40600000,40690000,42100000,43000000,40400000,39900000,40000000,37500000,36000000,30000000,29000000,29000000
GLBZ,GLBZ.OQ,Glen Burnie Bancorp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,GLBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNTY,GNTY.OQ,Guaranty Bancshares Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,GNTY,1.93,1.74333,1.69,2.213,2.11333,2.16667,2.245,1.735,1.89,1.98,2.055,1.555,1.58,1.56,,2.07333,1.88,1.82,2.31,2.33333,2.33333,2.395,2.27,2.375,2.385,2.37,1.935,1.86,1.84,,110067670,106483330,98428670,95674000,94411330,95522330,95147500,84911000,86522500,87393000,86914000,74685500,74673000,74720000,,102619670,103749000,100055330,100511670,100519000,101427000,101559000,97197000,100092500,99950500,99356000,80883000,83141000,83541000,
GSBC,GSBC.OQ,Great Southern Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,GSBC,3.46,3.09667,3.34,5.13667,4.93333,4.82,4.46333,4.61,4.08333,3.91,3.75667,3.59333,3.60667,3.195,3.2125,2.776,2.74667,3.21333,4.71333,4.63667,4.84,4.59667,4.27,4.21333,4.04,3.89667,3.45333,3.4075,3.5025,3.5,176266670,176093340,168193330,180763330,179763330,181000000,176136670,166443330,164875000,160646670,167623330,155443330,152736000,157385500,168935500,171366670,169890000,165080000,179563330,182826670,187685000,184420000,172553330,170156670,176196670,174686670,160300000,159609500,168176750,179643250
HAFC,HAFC.OQ,Hanmi Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HAFC,0.94,0.796,1.224,1.402,1.588,2.089,2.125,1.946,2,2.092,2.28,1.81,1.818,1.83,1.885,0.914,0.9244,1.28,1.7134,2.042,2.237,2.29,2.158,2.39667,2.494,2.508,1.982,2.026,2.06,2.13667,207533330,207319250,192850000,203330250,207225000,211175750,210575000,206000000,212550000,223550000,228575000,211750000,211025000,210275000,213892000,206525000,203658250,193575000,207170500,216675000,222888500,221100000,212500000,231900000,258550000,249550000,231250000,231325000,231500000,235659000
HBAN,HBAN.OQ,Huntington Bancshares Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HBAN,0.61215,0.38333,1.16595,1.299,1.30836,1.32558,1.34657,1.22772,1.23126,1.21384,1.21239,0.89048,0.91727,0.92095,0.95688,0.95795,0.93467,1.2171,1.3254,1.33991,1.40158,1.43755,1.36861,1.38232,1.34189,1.32019,1.09289,1.09311,1.09946,1.10839,4768488530,4601973500,4712454110,4692902370,4673547600,4740537620,4763527860,4518307710,4543458050,4558052570,4574692240,4317673420,4340894440,4328470900,4301509410,4741109060,4617810220,4821418280,4762275000,4760281850,4897988240,4943883810,4780008380,4804287330,4807382100,4817619150,4537194240,4551188000,4563722810,4561284680
HBCP,HBCP.OQ,Home Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HBCP,1.9395,2.06,2.6475,3.065,3.125,3.16,3.1,3.375,3.465,3.37333,3.56,2.54,2.57,2.55,2.37333,2.2715,2.1025,2.53667,3.045,3.14667,2.865,2.98333,3.41667,3.5,3.53667,3.665,2.96667,2.925,2.605,2.62667,92474250,90138750,81523670,85897670,88006000,86881500,92464670,92056330,91875330,89535670,87753500,64349000,63663000,63776000,62176000,86541000,85537000,82733330,88108330,89933500,86987500,92449670,89914000,90748000,89283000,88559500,89561000,86950500,64703500,64647670
HBMD,HBMD.OQ,Howard Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,HBMD,-0.985,0.7075,0.825,0.83333,0.851,0.99,0.95667,-0.06,0.00667,0.5175,1.25,0.8,0.865,0.83667,0.79333,0.6125,0.555,0.815,1.02667,0.98667,1.05333,1.0775,0.99,1.0875,1.44,1.54333,1.24,1.175,1.03,1.02333,75490250,73685500,67844500,69443000,70032670,72169330,73674670,66831750,65546500,66108250,67842330,38534670,38651670,36925330,43180000,72534500,71183000,70494000,70543000,71118000,75878670,78420500,74644000,74041250,76564500,80862330,73824330,74201330,41798000,48295330
HBNC,HBNC.OQ,Horizon Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HBNC,1.2982,1.182,1.304,1.534,1.48667,1.474,1.54,1.41333,1.46778,1.44445,1.44667,1.06167,1.13,1.16222,1.17889,1.1848,1.094,1.326,1.604,1.635,1.712,1.735,1.585,1.60111,1.57333,1.58445,1.35,1.33445,1.35222,1.27889,223559250,217229500,209075000,204510000,202443000,204025000,205731250,170484000,172116800,172587800,172815200,145995200,148924400,148605600,148168000,215301500,208325000,208275000,215875000,216481200,222399400,226034800,208345200,182948400,184191800,184794400,170922800,175413600,174688400,155672000
HBT,HBT.OQ,HBT Financial Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HBT,1.2124,1.182,1.526,2.9,,,,,,,,,,,,1.2208,1.254,1.36,1.80333,,,,,,,,,,,,152740000,152760000,155300000,167233330,,,,,,,,,,,,148520000,150480000,153780000,160533330,,,,,,,,,,,
HFBL,HFBL.OQ,Home Federal Bancorp Inc of Louisiana,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ CAPITAL MARKET,Ordinary Shares,HFBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFWA,HFWA.OQ,Heritage Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HFWA,1.0835,1.34067,1.26333,1.82167,1.81943,1.96683,2.09571,1.5375,1.68667,1.8025,1.84,1.42667,1.415,1.32833,1.32833,1.16033,1.05933,1.34,1.77067,1.90271,2.10133,2.25286,2.12833,2.173,2.13833,2.135,1.61167,1.55167,1.48667,1.45833,242891000,244926400,221716800,232165600,234073830,238755200,245330170,218150000,216359600,213707800,210897400,172852600,172869000,168285600,168582600,222692000,224029200,224847000,234853200,243199670,251157670,259179000,244962800,244856200,239882400,236106800,198503400,199284200,179509000,178255400
HIFS,HIFS.OQ,Hingham Institution For Savings,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,HIFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMNF,HMNF.OQ,HMN Financial Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,HMNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMST,HMST.OQ,HomeStreet Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HMST,2.61867,1.48,1.8922,1.54533,1.26667,1.85167,1.8756,1.285,1.338,1.456,2.246,1.67,1.568,2.162,2.3675,2.80067,2.01667,2.368,2.2815,2.174,2.1994,2.153,2.202,2.223,2.124,2.552,2.164,2.058,2.598,2.752,336373250,302157750,273119000,267546000,260250000,249409330,439482000,443183000,457511330,467064000,516894500,509151250,508848000,546809000,574762250,315909500,287123250,275223670,268676000,264650000,258588330,466068330,456276670,478495670,492586330,548508000,544488750,549861250,611946250,626357000
HOMB,HOMB.OQ,Home BancShares Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HOMB,1.19,1.06,1.50925,1.71057,1.72044,1.76375,1.7915,1.76911,1.77278,1.76722,1.76,1.355,1.39,1.372,1.37333,1.4355,1.39988,1.54488,1.67429,1.76156,1.8635,1.882,1.849,1.91256,1.88378,1.90625,1.59286,1.63,1.65571,1.59889,682945500,659492170,655780330,660959800,663146430,672958290,674945380,676498290,677515570,670012000,676351860,558375830,570596330,571300000,560105140,653701330,645684000,663077830,656982200,681094570,701974290,704665130,710377430,720299290,706853860,716698140,693530170,721789290,729463330,675700860
HONE,HONE.OQ,HarborOne Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HONE,0.5925,0.2525,0.29333,0.40333,0.26443,0.21722,0.33976,0.28127,0.2395,0.21444,0.22279,0.2033,0.20887,0.20887,0.1476,0.42,0.235,0.30667,0.32333,0.27055,0.22836,0.36482,0.43723,0.43723,0.42887,0.43723,0.28684,0.28127,0.25621,0.19494,119165500,110903500,113349000,109113000,109098000,104767000,110735000,88163500,89784000,88802000,86333500,74647500,73768000,71946500,70083000,121995250,113309750,120364670,116547330,115703330,107285000,115167000,108208000,113343500,113301000,111583500,84069000,81227000,78343000,76971500
HOPE,HOPE.OQ,Hope Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,HOPE,0.815,0.88333,0.93667,1.3235,1.32671,1.365,1.41143,1.44857,1.46429,1.51571,1.55143,1.21,1.19667,1.282,1.346,0.88833,0.81333,0.94667,1.219,1.26986,1.39333,1.45857,1.45429,1.53714,1.59286,1.64286,1.38571,1.34857,1.44429,1.486,519180000,527747000,480521400,517222400,518928670,531548670,539766670,549436670,558925000,559880000,571640000,544551670,543615000,552543330,561325000,530140000,511948600,482414600,509577400,518098500,548261670,558390000,546805000,581176670,581103330,596433330,575228330,582025000,595040000,606000000
