,,date,deposits,assets,noninterestexpense,interestexpense,noninterestincome,stockholdersequity
NYCB,3,2019-03-31,31601125000.0,52131046000.0,138767000.0,204849000.0,24785000.0,6629070000.0
NYCB,4,2018-12-31,30764430000.0,51899376000.0,546628000.0,658678000.0,91558000.0,6655235000.0
NYCB,5,2018-09-30,30319284000.0,51246654000.0,411682000.0,463042000.0,68485000.0,6794015000.0
NYCB,6,2018-06-30,29555845000.0,50469170000.0,277249000.0,287404000.0,45563000.0,6789352000.0
NYCB,7,2018-03-31,29235434000.0,49654874000.0,139107000.0,134027000.0,22857000.0,6780717000.0
NYCB,8,2017-12-31,29102163000.0,49124195000.0,641426000.0,452236000.0,216880000.0,6795376000.0
NYCB,9,2017-09-30,28893197000.0,48457891000.0,492942000.0,332840000.0,191537000.0,6759654000.0
NYCB,10,2017-06-30,28893565000.0,48347658000.0,330708000.0,215508000.0,82609000.0,6734778000.0
NYCB,11,2017-03-31,28726546000.0,48824564000.0,166943000.0,104202000.0,32172000.0,6647351000.0
NYCB,12,2016-12-31,28887903000.0,48926555000.0,651646000.0,387487000.0,145572000.0,6123991000.0
NYCB,13,2016-09-30,29139599000.0,49462620000.0,481044000.0,287659000.0,113198000.0,6090512000.0
NYCB,14,2016-06-30,28882992000.0,49035747000.0,319359000.0,189986000.0,72603000.0,6039112000.0
NYCB,15,2016-03-31,28982312000.0,48515572000.0,158448000.0,95944000.0,35237000.0,5984800000.0
NYCB,16,2015-12-31,28426758000.0,50317796000.0,765855000.0,1283509000.0,210763000.0,5934696000.0
NYCB,17,2015-09-30,28280171000.0,49045482000.0,456074000.0,409806000.0,151722000.0,5826837000.0
NYCB,18,2015-06-30,28597173000.0,48648532000.0,308766000.0,272668000.0,114135000.0,5814623000.0
NYCB,19,2015-03-31,28931387000.0,48251715000.0,156836000.0,136145000.0,52234000.0,5794797000.0
NYCB,20,2014-12-31,28328734000.0,48559217000.0,587467000.0,542714000.0,201593000.0,5781815000.0
NYCB,21,2014-09-30,28307771000.0,48679772000.0,439356000.0,403593000.0,131114000.0,5777998000.0
NYCB,22,2014-06-30,27352469000.0,48604772000.0,294161000.0,265551000.0,89828000.0,5761018000.0
NYCB,23,2014-03-31,26753566000.0,47567470000.0,146325000.0,131161000.0,37235000.0,5742652000.0
NYCB,24,2013-12-31,25660992000.0,46688287000.0,607562000.0,541482000.0,218830000.0,5735662000.0
NYCB,25,2013-09-30,25309350000.0,45764133000.0,458088000.0,407765000.0,180020000.0,5697045000.0
NYCB,26,2013-06-30,25287862000.0,44185838000.0,307761000.0,274321000.0,129296000.0,5688461000.0
NYCB,27,2013-03-31,25477672000.0,44511718000.0,156096000.0,137631000.0,75551000.0,5665614000.0
NYCB,28,2012-12-31,24877521000.0,44145100000.0,613477000.0,631080000.0,297353000.0,5656264000.0
NYCB,29,2012-09-30,24521623000.0,44093795000.0,458927000.0,474309000.0,241858000.0,5642465000.0
NYCB,30,2012-06-30,24996649000.0,43487347000.0,305606000.0,316548000.0,160201000.0,5611519000.0
NYCB,31,2012-03-31,22940793000.0,43038151000.0,150177000.0,158224000.0,61996000.0,5579941000.0
NYCB,32,2011-12-31,22274130000.0,42024302000.0,600749000.0,666243000.0,235325000.0,5565704000.0
NYCB,33,2011-09-30,22752647000.0,41969028000.0,454362000.0,501659000.0,175567000.0,5573571000.0
NYCB,34,2011-06-30,21797711000.0,40602625000.0,301746000.0,334735000.0,117498000.0,5560103000.0
NYCB,35,2011-03-31,22198147000.0,41046944000.0,146702000.0,167671000.0,58610000.0,5540586000.0
NYCB,36,2010-12-31,21809051000.0,41190689000.0,577512000.0,733831000.0,337923000.0,5526220000.0
NYCB,37,2010-09-30,22227391000.0,41706438000.0,429207000.0,558022000.0,242560000.0,5495298000.0
NYCB,38,2010-06-30,22443668000.0,42010747000.0,278118000.0,376780000.0,135457000.0,5446434000.0
NYCB,39,2010-03-31,22731221000.0,42430737000.0,136747000.0,187794000.0,55044000.0,5413461000.0
NYCB,40,2009-12-31,22316411000.0,42153869000.0,406815000.0,729287000.0,157639000.0,5366902000.0
NYCB,41,2009-09-30,14467901000.0,32884468000.0,,,,4340539000.0
NYCB,42,2009-06-30,14354081000.0,32860123000.0,,,,4210666000.0
PNFP,0,2020-06-30,,33342112000.0,268954000.0,120598000.0,15942000.0,4695647000.0
PNFP,1,2020-03-31,,29264180000.0,137349000.0,69517000.0,9032000.0,4385128000.0
PNFP,2,2019-12-31,,27805496000.0,505148000.0,301794000.0,36769000.0,4355748000.0
PNFP,3,2019-06-30,,26540355000.0,241737000.0,147570000.0,121745000.0,4176361000.0
PNFP,4,2019-03-31,,25557858000.0,114051000.0,70637000.0,51063000.0,4055939000.0
PNFP,5,2018-12-31,,25031044000.0,452887000.0,210375000.0,200870000.0,3965940000.0
PNFP,6,2018-09-30,,24557545000.0,333478000.0,144495000.0,143600000.0,3897041000.0
PNFP,7,2018-06-30,,23988370000.0,219488000.0,85805000.0,92122000.0,3826677000.0
PNFP,8,2018-03-31,,22935174000.0,108580000.0,37057000.0,44183000.0,3749303000.0
PNFP,9,2017-12-31,,22205699847.0,366559859.0,92831238.0,144902815.0,3707952031.0
PNFP,10,2017-09-30,,21790371081.0,243586841.0,59477031.0,108415160.0,3673349185.0
PNFP,11,2017-06-30,,20886153778.0,133850925.0,30491584.0,65438151.0,3615326839.0
PNFP,12,2017-03-31,,11724600995.0,62053376.0,13376060.0,30381594.0,1723075477.0
PNFP,13,2016-12-31,,11194622599.0,236285423.0,38614647.0,121003062.0,1496696112.0
PNFP,14,2016-09-30,,10978389661.0,173520729.0,26534879.0,90260555.0,1475643970.0
PNFP,15,2016-06-30,,9735667860.0,109994463.0,15790124.0,58568646.0,1262153810.0
PNFP,16,2016-03-31,,9261387632.0,54063696.0,7071705.0,25855710.0,1228779841.0
PNFP,17,2015-12-31,,8715414180.0,170876756.0,18536965.0,86530268.0,1155611300.0
PNFP,18,2015-09-30,,8549063852.0,118685327.0,12215190.0,59922494.0,1134225554.0
PNFP,19,2015-06-30,,6516543776.0,73578347.0,7082177.0,38512080.0,841390061.0
PNFP,20,2015-03-31,,6314346368.0,36831022.0,3410211.0,18493302.0,824150646.0
PNFP,21,2014-12-31,,6018247797.0,136299683.0,13185413.0,52602478.0,802693381.0
PNFP,22,2014-09-30,,5865703491.0,101907338.0,9965475.0,38218259.0,781934151.0
PNFP,23,2014-06-30,,5788791593.0,67547788.0,6720980.0,25329806.0,764381985.0
PNFP,24,2014-03-31,,5600932590.0,33649553.0,3382977.0,12736056.0,742496653.0
PNFP,25,2013-12-31,,5563775857.0,129261214.0,15383779.0,47103578.0,723707661.0
PNFP,26,2013-09-30,,5391200588.0,96624630.0,11947718.0,34615357.0,712215862.0
PNFP,27,2013-06-30,,5373167925.0,63301739.0,8343423.0,23228076.0,696568819.0
PNFP,28,2013-03-31,,5070935114.0,32440009.0,4397853.0,11902356.0,691433742.0
PNFP,29,2012-12-31,,5040548616.0,138164866.0,22557100.0,43396636.0,679071359.0
PNFP,30,2012-09-30,,4871386070.0,103313600.0,17597066.0,30288770.0,672824471.0
PNFP,31,2012-06-30,,4931877736.0,69735240.0,12088514.0,19859184.0,659286555.0
PNFP,32,2012-03-31,3588119211.0,4789582580.0,35819706.0,6320083.0,9949338.0,718665448.0
PNFP,33,2011-12-31,3654339466.0,4863950704.0,139107328.0,36882424.0,37940210.0,710144568.0
PNFP,34,2011-09-30,3712649792.0,4868905222.0,104733392.0,29729284.0,28213384.0,724373891.0
PNFP,35,2011-06-30,3761519503000.000000,4831332779000.000000,69058171000.0,21197382000.0,18133471000.0,699228022000.000000
BPOP,0,2019-03-31,40879838000.0,48680607000.0,347420000.0,87006000.0,136430000.0,5440060000.0
BPOP,1,2018-12-31,39710039000.0,47604577000.0,1421562000.0,286971000.0,652494000.0,5435057000.0
BPOP,2,2018-09-30,39648827000.0,47919428000.0,1025107000.0,203641000.0,499327000.0,5244349000.0
BPOP,3,2018-06-30,39377561000.0,47535177000.0,659670000.0,126745000.0,348306000.0,5289661000.0
BPOP,4,2018-03-31,37134093000.0,45756761000.0,322002000.0,60031000.0,113497000.0,5064909000.0
BPOP,5,2017-12-31,35453508000.0,44277337000.0,1257196000.0,223980000.0,419167000.0,5103905000.0
BPOP,6,2017-09-30,34248936000.0,42601267000.0,935241000.0,165863000.0,333036000.0,5285431000.0
BPOP,7,2017-06-30,33122033000.0,41242669000.0,618153000.0,108151000.0,232662000.0,5278045000.0
BPOP,8,2017-03-31,32212579000.0,40259282000.0,311318000.0,53897000.0,115869000.0,5190213000.0
BPOP,9,2016-12-31,30496224000.0,38661609000.0,1255635000.0,212518000.0,297936000.0,5197957000.0
BPOP,10,2016-09-30,30327045000.0,39054296000.0,934764000.0,156879000.0,298111000.0,5380395000.0
BPOP,11,2016-06-30,28737856000.0,37606148000.0,611092000.0,103267000.0,222133000.0,5359831000.0
BPOP,12,2016-03-31,27526593000.0,36147009000.0,301943000.0,51608000.0,111630000.0,5250300000.0
BPOP,13,2015-12-31,27209723000.0,35769534000.0,,194031000.0,519541000.0,5105324000.0
BPOP,14,2015-09-30,26713206000.0,35530794000.0,982412000.0,145174000.0,387103000.0,5049636000.0
BPOP,15,2015-06-30,27750694000.0,36750113000.0,675515000.0,94627000.0,255994000.0,4949653000.0
BPOP,16,2015-03-31,27273689000.0,35624840000.0,312342000.0,46879000.0,115235000.0,4377120000.0
BPOP,17,2014-12-31,24807535000.0,33096695000.0,1193684000.0,688471000.0,386515000.0,4267382000.0
BPOP,18,2014-09-30,24466105000.0,34099095000.0,863678000.0,623397000.0,283151000.0,4298392000.0
BPOP,19,2014-06-30,24901152000.0,36587902000.0,553038000.0,548619000.0,158821000.0,4260441000.0
BPOP,20,2014-03-31,27265651000.0,36744162000.0,296787000.0,70323000.0,106565000.0,4745747000.0
BPOP,21,2013-12-31,26711145000.0,35749333000.0,1292586000.0,315876000.0,810569000.0,4626150000.0
BPOP,22,2013-09-30,26395054000.0,36052116000.0,969883000.0,243142000.0,619379000.0,4393885000.0
BPOP,23,2013-06-30,26759428000.0,36684594000.0,643284000.0,165502000.0,327420000.0,4195036000.0
BPOP,24,2013-03-31,27013217000.0,36942714000.0,316250000.0,83892000.0,17575000.0,3971143000.0
BPOP,25,2012-12-31,27000613000.0,36507535000.0,1211148000.0,379086000.0,466342000.0,4110000000.0
BPOP,26,2012-09-30,26319499000.0,36503366000.0,914401000.0,291728000.0,333341000.0,4068984000.0
BPOP,27,2012-06-30,27414780000.0,36612179000.0,624046000.0,201151000.0,217632000.0,4021237000.0
BPOP,28,2012-03-31,27197736000.0,37049221000.0,296167000.0,102269000.0,123908000.0,3967071000.0
BPOP,29,2011-12-31,27942127000.0,37348432000.0,1150297000.0,505509000.0,560277000.0,3918753000.0
BPOP,30,2011-09-30,27953340000.0,38178603000.0,839204000.0,396896000.0,410918000.0,4012601000.0
BPOP,31,2011-06-30,27960429000.0,39013342000.0,556849000.0,274449000.0,288528000.0,3964068000.0
BPOP,32,2011-03-31,,,,,,
BPOP,33,2010-12-31,,,,,,
BPOP,34,2010-09-30,,,,,,
BPOP,35,2010-06-30,,,,,,
GBCI,0,2020-09-30,,17926067000.0,295759000.0,21765000.0,128163000.0,2255089000.0
GBCI,1,2020-06-30,,16906648000.0,190069000.0,15681000.0,74496000.0,2203715000.0
GBCI,2,2020-03-31,,15158384000.0,91928000.0,8496000.0,33272000.0,2136644000.0
GBCI,3,2019-12-31,586688000.0,13683999000.0,374927000.0,42773000.0,130774000.0,1960733000.0
GBCI,4,2019-09-30,586973000.0,13718792000.0,279675000.0,33940000.0,102357000.0,1953401000.0
GBCI,5,2019-06-30,,12676361000.0,169000000.0,22993000.0,59308000.0,1687376000.0
GBCI,6,2019-03-31,279674000.0,12073779000.0,82830000.0,10904000.0,28474000.0,1550850000.0
GBCI,7,2018-12-31,,12115484000.0,320127000.0,35531000.0,118824000.0,1515854000.0
GBCI,8,2018-09-30,,11909102000.0,238251000.0,26095000.0,90330000.0,1492612000.0
GBCI,9,2018-06-30,,11897644000.0,155422000.0,16935000.0,57914000.0,1473992000.0
GBCI,10,2018-03-31,,11658778000.0,73627000.0,7774000.0,26086000.0,1454024000.0
GBCI,11,2017-09-30,460380000.0,9798602000.0,197205000.0,22792000.0,84530000.0,1206201000.0
GBCI,12,2017-06-30,398605000.0,9899494000.0,128653000.0,15140000.0,53345000.0,1209957000.0
GBCI,13,2017-03-31,292320000.0,9553908000.0,63344000.0,7366000.0,25689000.0,1135240000.0
GBCI,14,2016-09-30,,9316875000.0,191997000.0,22417000.0,79304000.0,1147779000.0
GBCI,15,2016-06-30,,9199442000.0,126817000.0,15099000.0,51011000.0,1124659000.0
GBCI,16,2016-03-31,,9120742000.0,62356000.0,7675000.0,24252000.0,1093680000.0
GBCI,17,2015-09-30,,8764299000.0,174554000.0,22060000.0,74294000.0,1074808000.0
GBCI,18,2015-06-30,,8589810000.0,115442000.0,14751000.0,48495000.0,1056451000.0
GBCI,19,2015-03-31,,8475096000.0,55497000.0,7382000.0,22693000.0,1053524000.0
GBCI,20,2014-06-30,,7890094000.0,102743000.0,13168000.0,41892000.0,1010015000.0
GBCI,21,2014-03-31,,7830723000.0,50070000.0,6640000.0,19388000.0,984960000.0
GBCI,22,2013-09-30,,8047930000.0,142283000.0,21829000.0,70045000.0,947807000.0
GBCI,23,2013-06-30,5358197000.0,7996816000.0,91915000.0,14643000.0,46172000.0,929002000.0
GBCI,24,2013-03-31,5373215000.0,7609237000.0,43434000.0,7458000.0,22950000.0,914280000.0
GBCI,25,2012-06-30,,,,,,
GBCI,26,2012-03-31,,,,,,
GBCI,27,2011-12-31,,,,,,
GBCI,28,2011-09-30,,,,,,
GBCI,29,2011-06-30,,,,,,
UBSI,0,2020-09-30,20251539000.0,25931308000.0,422100000.0,91684000.0,260664000.0,4267441000.0
UBSI,1,2020-06-30,19893843000.0,26234973000.0,250507000.0,67079000.0,125196000.0,4197855000.0
UBSI,2,2020-03-31,14014168000.0,20370653000.0,101133000.0,38964000.0,36806000.0,3343702000.0
UBSI,3,2019-06-30,14404085000.0,19882539000.0,189620000.0,93621000.0,71018000.0,3333858000.0
UBSI,4,2019-03-31,14159397000.0,19645133000.0,89425000.0,44929000.0,31223000.0,3286891000.0
UBSI,5,2018-12-31,13994749000.0,19250498000.0,368179000.0,129070000.0,128712000.0,3251624000.0
UBSI,6,2018-09-30,14091172000.0,19187643000.0,277177000.0,88275000.0,98885000.0,3251128000.0
UBSI,7,2018-06-30,13830766000.0,19207603000.0,183862000.0,52020000.0,67199000.0,3242565000.0
UBSI,8,2018-03-31,13646168000.0,18619702000.0,90452000.0,23142000.0,31192000.0,3251313000.0
UBSI,9,2017-12-31,13830591000.0,19058959000.0,367409000.0,74809000.0,131645000.0,3240530000.0
UBSI,10,2017-09-30,13875297000.0,19129978000.0,271631000.0,53147000.0,98881000.0,3263843000.0
UBSI,11,2017-06-30,13971221000.0,19035600000.0,174979000.0,31840000.0,60652000.0,3237421000.0
UBSI,12,2017-03-31,11062329000.0,14762315000.0,62842000.0,13138000.0,20146000.0,2252859000.0
UBSI,13,2016-12-31,10796867000.0,14508892000.0,248196000.0,45010000.0,70032000.0,2235747000.0
UBSI,14,2016-09-30,10578332000.0,14344696000.0,185688000.0,32642000.0,53380000.0,2028679000.0
UBSI,15,2016-06-30,10315853000.0,14338012000.0,122911000.0,20574000.0,34359000.0,2013140000.0
UBSI,16,2016-03-31,9324568000.0,12606884000.0,58056000.0,10212000.0,16392000.0,1735037000.0
UBSI,17,2015-12-31,9341527000.0,12577944000.0,231687000.0,39506000.0,73626000.0,1712635000.0
UBSI,18,2015-09-30,9504896000.0,12556929000.0,173069000.0,29421000.0,55501000.0,1709841000.0
UBSI,19,2015-06-30,9282426000.0,12414566000.0,115385000.0,19430000.0,37689000.0,1688013000.0
UBSI,20,2015-03-31,9076644000.0,12141519000.0,57655000.0,9800000.0,18191000.0,1678058000.0
UBSI,21,2014-12-31,9045485000.0,12328811000.0,239847000.0,42834000.0,80962000.0,1656160000.0
UBSI,22,2014-09-30,8753257000.0,12085063000.0,176250000.0,31668000.0,61974000.0,1653673000.0
UBSI,23,2014-06-30,8746147000.0,12051710000.0,118403000.0,20729000.0,45655000.0,1639283000.0
UBSI,24,2014-03-31,8581908000.0,11886320000.0,61159000.0,9862000.0,26520000.0,1616123000.0
UBSI,25,2013-12-31,6621571000.0,8735324000.0,193358000.0,36313000.0,67828000.0,1041732000.0
UBSI,26,2013-09-30,6605634000.0,8513818000.0,145381000.0,27860000.0,55782000.0,1017711000.0
UBSI,27,2013-06-30,6577836000.0,8480268000.0,96796000.0,18785000.0,37447000.0,1006058000.0
UBSI,28,2013-03-31,6682712000.0,8313828000.0,48249000.0,9503000.0,18348000.0,1000249000.0
UBSI,29,2012-12-31,6752986000.0,8420013000.0,204656000.0,46190000.0,66292000.0,992251000.0
UBSI,30,2012-09-30,6753924000.0,8381378000.0,155383000.0,36194000.0,49547000.0,988429000.0
UBSI,31,2012-06-30,6860441000.0,8457009000.0,101514000.0,24872000.0,32913000.0,981181000.0
UBSI,32,2012-03-31,6881610000.0,8529469000.0,50262000.0,12822000.0,16326000.0,976303000.0
UBSI,33,2011-12-31,6819010000.0,8451470000.0,184048000.0,55794000.0,50837000.0,968844000.0
UBSI,34,2011-09-30,6927975000.0,8577886000.0,134019000.0,42257000.0,38963000.0,972753000.0
UBSI,35,2011-06-30,5728536000.0,7133983000.0,85146000.0,28308000.0,27985000.0,804241000.0
UBSI,36,2011-03-31,5711923000.0,7191336000.0,43469000.0,14494000.0,14651000.0,799463000.0
UBSI,37,2010-12-31,5713534000.0,7155719000.0,182212000.0,85196000.0,62203000.0,793012000.0
UBSI,38,2010-09-30,5698383000.0,7573020000.0,132837000.0,66549000.0,48847000.0,784627000.0
UBSI,39,2010-06-30,5614144000.0,7463360000.0,88939000.0,45642000.0,33157000.0,777575000.0
VLY,0,2020-09-30,31187982000.0,40747492000.0,473007000.0,218677000.0,135499000.0,4533763000.0
VLY,1,2020-06-30,31428005000.0,41717265000.0,312822000.0,164420000.0,86227000.0,4474488000.0
VLY,2,2020-03-31,29016988000.0,39120629000.0,155656000.0,98454000.0,41397000.0,4420998000.0
VLY,3,2019-12-31,29185837000.0,37436020000.0,631555000.0,422952000.0,214520000.0,4384188000.0
VLY,4,2019-09-30,25546122000.0,33765539000.0,435409000.0,317720000.0,176426000.0,3558075000.0
VLY,5,2019-06-30,24773929000.0,33027741000.0,289532000.0,209084000.0,135276000.0,3504118000.0
VLY,6,2019-03-31,24907496000.0,32476991000.0,147795000.0,101576000.0,107673000.0,3444879000.0
VLY,7,2018-12-31,24452974000.0,31863088000.0,629061000.0,302045000.0,134052000.0,3350454000.0
VLY,8,2018-09-30,22588272000.0,30881948000.0,475349000.0,209504000.0,99358000.0,3302936000.0
VLY,9,2018-06-30,21640772000.0,30182979000.0,323668000.0,129263000.0,70320000.0,3277312000.0
VLY,10,2018-03-31,21959846000.0,29464357000.0,173752000.0,59897000.0,32251000.0,3245003000.0
VLY,11,2017-12-31,18153462000.0,24002306000.0,509073000.0,174107000.0,103441000.0,2533165000.0
VLY,12,2017-09-30,17312766000.0,23780661000.0,372756000.0,125570000.0,75837000.0,2537984000.0
VLY,13,2017-06-30,17250018000.0,23449350000.0,240191000.0,78774000.0,49749000.0,2423901000.0
VLY,14,2017-03-31,17331141000.0,23220456000.0,120952000.0,36587000.0,25059000.0,2398541000.0
VLY,15,2016-12-31,17730708000.0,22864439000.0,476125000.0,148774000.0,103225000.0,2377156000.0
VLY,16,2014-03-31,11267985000.0,16344464000.0,94883000.0,39014000.0,19522000.0,1559889000.0
VLY,17,2013-12-31,11319262000.0,16156541000.0,381338000.0,168377000.0,128653000.0,1541040000.0
VLY,18,2013-09-30,11120111000.0,15976943000.0,285246000.0,127590000.0,86580000.0,1520056000.0
VLY,19,2013-06-30,11242622000.0,15977202000.0,190785000.0,85480000.0,64190000.0,1521553000.0
VLY,20,2013-03-31,11302591000.0,16028703000.0,95439000.0,42997000.0,31296000.0,1507999000.0
VLY,21,2012-12-31,11264018000.0,16012646000.0,374900000.0,181312000.0,120946000.0,1502377000.0
VLY,22,2012-09-30,10920800000.0,15771134000.0,279277000.0,136872000.0,87121000.0,1513323000.0
VLY,23,2012-06-30,10871679000.0,16018244000.0,186058000.0,91464000.0,46625000.0,1503073000.0
VLY,24,2012-03-31,10957184000.0,15950054000.0,94548000.0,46677000.0,22595000.0,1493454000.0
VLY,25,2011-12-31,9673102000.0,14244507000.0,336588000.0,199013000.0,112297000.0,1266248000.0
VLY,26,2011-09-30,9620339000.0,14231155000.0,252211000.0,150755000.0,98525000.0,1307102000.0
VLY,27,2011-06-30,9706447000.0,14469776000.0,166909000.0,101051000.0,78322000.0,1311218000.0
VLY,28,2011-03-31,9722375000.0,14363839000.0,83829000.0,50927000.0,44787000.0,1307524000.0
VLY,29,2010-12-31,,,,,,1295205000.0
VLY,30,2010-09-30,,,,,,
VLY,31,2010-06-30,,,,109259000.0,,
OZK,0,2017-03-31,15713427000.0,19152212000.0,78268000.0,22999000.0,29058000.0,2873317000.0
OZK,1,2016-12-31,15574878000.0,18890142000.0,255754000.0,61050000.0,102399000.0,2791607000.0
OZK,2,2016-09-30,15123804000.0,18451783000.0,177395000.0,40321000.0,71829000.0,2756346000.0
OZK,3,2016-06-30,10195072000.0,12279579000.0,98614000.0,21115000.0,42597000.0,1556921000.0
OZK,4,2016-03-31,9626825000.0,11427419000.0,47686000.0,9224000.0,19865000.0,1508080000.0
OZK,5,2015-12-31,7971468000.0,9879459000.0,190982000.0,27568000.0,105015000.0,1464631000.0
OZK,6,2015-09-30,7606790000.0,9329216000.0,139336000.0,19409000.0,74475000.0,1314517000.0
OZK,7,2015-06-30,7087299000.0,8710435000.0,93908000.0,12312000.0,52337000.0,1209254000.0
OZK,8,2015-03-31,6716661000.0,8303407000.0,50184000.0,5966000.0,29067000.0,1179256000.0
OZK,9,2014-12-31,5496382000.0,6766499000.0,166015000.0,20955000.0,84883000.0,908390000.0
OZK,10,2014-09-30,5139705000.0,6580360000.0,117856000.0,15083000.0,56996000.0,875578000.0
OZK,11,2014-06-30,4983897000.0,6297975000.0,75333000.0,9620000.0,37749000.0,850204000.0
OZK,12,2014-03-31,3916204000.0,5028893000.0,37454000.0,4661000.0,20360000.0,653208000.0
OZK,13,2013-12-31,3717027000.0,4787068000.0,126069000.0,18634000.0,71937000.0,624958000.0
OZK,14,2013-09-30,3654686000.0,4706465000.0,91341000.0,13832000.0,53344000.0,608236000.0
OZK,15,2013-06-30,2984629000.0,4043632000.0,59132000.0,9122000.0,35344000.0,531125000.0
OZK,16,2013-03-31,2991072000.0,3951818000.0,29231000.0,4630000.0,16357000.0,523679000.0
