,,symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
CCBG,0,CCBG,2024-12-31,164217670.0,176068430.0,169296567.0,61297558,61297558,61297558,44216339,44216339,44216339,33419349,33419349,33419349,125441627,125441627,125441627,2.5999704705230138,2.7039692893439344,2.5219713564073234,1.0,2.0
CCBG,1,CCBG,2023-12-31,170501123.0,182805328.0,175774354.0,63540694,64786590,62601669,45834401,46733115,45157045,34642305,35321565,34130350,130032064,132581713,128110409,2.297376776926614,2.4122456157729446,2.2284554736188156,1.0,2.0
CCBG,2,CCBG,2022-12-31,177025000.0,186150000.0,185237499.0,67967455,63841825,66106568,49027598,46051619,47685267,37055770,34806481,36041216,139091154,130648309,135282965,2.0705999999999998,2.4779999999999998,1.666,3.0,4.0
CCBG,3,CCBG,2021-12-31,173533000.0,194270220.0,186695039.0,66518619,66711305,66650262,47982495,48121488,48077455,36265866,36370919,36337638,136126200,136520520,136395599,1.50552,2.2155,1.029,6.0,7.0
CCBG,4,CCBG,2020-12-31,186143000.0,207785220.0,199865933.0,69528789,73398205,71129849,50153850,52945012,51308757,37907008,40016609,38779904,142286325,150204843,145562795,1.6952399999999999,1.9635000000000002,1.323,6.0,7.0
CCBG,5,CCBG,2019-12-31,151278290.0,159964560.0,158774754.0,50387522,50389377,50380136,32062033,32063214,32057334,28362110,28363154,28357953,123753285,123757841,123735146,1.8207,1.8900000000000001,1.7346,5.0,6.0
CCBG,6,CCBG,2018-12-31,139874000.0,147900000.0,146826855.0,31262051,31430177,31359360,24438774,24570204,24514844,11509512,11571409,11545337,118307570,118943822,118675824,1.2444,1.3125,1.176,7.0,7.0
CCBG,7,CCBG,2017-12-31,132017000.0,138845460.0,138149285.0,29192661,29060706,29145861,18510650,18426980,18480975,12344637,12288838,12324847,119844720,119303005,119652593,0.9009965999999999,0.9345000000000001,0.8623999999999999,6.0,6.0
CCBG,8,CCBG,2016-12-31,125615000.0,132712200.0,131660978.0,23724480,23545998,23613862,13723360,13620117,13659373,9215628,9146297,9172659,118144234,117255418,117593373,0.6732,0.7140000000000001,0.6272,7.0,8.0
CCBG,9,CCBG,2015-12-31,124257000.0,132272580.0,130847709.0,21090000,21349961,21224014,10900000,11034356,10969263,9300000,9414634,9359096,116300000,117733549,117039017,0.4998,0.525,0.4704,7.0,7.0
HBT,0,HBT,2024-12-31,140548032.0,150690674.0,144894879.0,75111894.0,75111894.0,75111894.0,68939135.0,68939136.0,68939136.0,58272109.0,58272109.0,58272109.0,68004027.0,68004028.0,68004028.0,1.670271135765187,1.7370819811957945,1.6201630016922313,1.0,1.0
HBT,1,HBT,2023-12-31,142461328.0,152742042.0,146867348.0,78561119.0,75180262.0,74661822.0,72104901.0,69001885.0,68526051.0,60948032.0,58325150.0,57922942.0,71126851.0,68065926.0,67596546.0,1.5328145023279287,1.6094552274443252,1.4868300672580907,1.0,1.0
HBT,2,HBT,2022-12-31,139292000.0,156060000.0,151099670.0,76447552.0,77363050.0,76629523.0,70165029.0,71005290.0,70332046.0,59308319.0,60018567.0,59449494.0,69213292.0,70042157.0,69378044.0,1.4207367000000002,1.6275000000000002,1.1956,4.0,4.0
HBT,3,HBT,2021-12-31,139486000.0,154428000.0,150950800.0,74887363.0,77821285.0,76953427.0,68733058.0,71425867.0,70629331.0,58097919.0,60374068.0,59700780.0,67800746.0,70457029.0,69671297.0,1.23826,1.47,1.0682,6.0,6.0
HBT,4,HBT,2020-12-31,147440000.0,157080000.0,155274699.0,79580707.0,78911724.0,78980713.0,73040699.0,72426694.0,72490013.0,61739035.0,61220035.0,61273557.0,72049957.0,71444280.0,71506741.0,1.19988,1.2915,1.1074,6.0,6.0
HBT,5,HBT,2019-12-31,159681400.0,171564000.0,169444099.0,,,,,,,,,,,,,2.929,3.7485,2.4989999999999997,4.0,4.0
MCBS,0,MCBS,2024-12-31,109686012.0,117601497.0,113078363.0,94406890.0,94406890.0,94406890.0,66955148.0,66955147.0,66955147.0,49190054.0,49190054.0,49190054.0,44000225.0,44000225.0,44000225.0,1.7564420253808979,1.8266997063961339,1.703748764619471,1.0,1.0
MCBS,1,MCBS,2023-12-31,103405710.0,110867978.0,106603825.0,88858379.0,90600700.0,87545202.0,63020039.0,64255726.0,62088709.0,46299041.0,47206865.0,45614819.0,41414231.0,42226275.0,40802198.0,1.6231645135571893,1.7043227392350488,1.5744695781504736,1.0,1.0
MCBS,2,MCBS,2022-12-31,97485000.0,102510000.0,102007499.0,85957837.0,81650781.0,83703205.0,60962919.0,57908274.0,59363892.0,44787734.0,42543573.0,43612974.0,40062375.0,38054986.0,39011559.0,1.53,1.5750000000000002,1.47,3.0,3.0
MCBS,3,MCBS,2021-12-31,86427000.0,95676000.0,92872499.0,74667814.0,77646840.0,76307536.0,52955822.0,55068603.0,54118744.0,38905146.0,40457347.0,39759512.0,34800434.0,36188869.0,35564660.0,1.2614034000000003,1.3230000000000002,1.176,5.0,5.0
MCBS,4,MCBS,2020-12-31,86330000.0,91902000.0,90774829.0,74375228.0,74857138.0,74519670.0,52748315.0,53090094.0,52850756.0,38752697.0,39003792.0,38827957.0,34664070.0,34888673.0,34731390.0,1.326,1.3860000000000001,1.2544,5.0,5.0
MCBS,5,MCBS,2019-12-31,99619000.0,105366000.0,104544999.0,,,,,,,,,,,,,1.8836034000000001,1.9530000000000003,1.8032000000000001,5.0,5.0
IBCP,0,IBCP,2024-12-31,116565599.0,124977549.0,120170721.0,88357989,88357989,88357989,56601793,56601793,56601794,45503883,45503883,45503883,110300005,110300005,110300005,1.917842120013397,1.994555804813933,1.860306856412995,2.0,2.0
IBCP,1,IBCP,2023-12-31,117514172.0,125994576.0,121148631.0,89542447,90067884,87620725,57360553,57697145,56129505,46113873,46384470,45124196,111778600,112434518,109379655,1.870845228506209,1.9643874899315195,1.8147198716510227,2.0,2.0
IBCP,2,IBCP,2022-12-31,117666820.0,125422260.0,123966517.0,91972256,87649068,89354959,58917080,56147661,57240449,47365211,45138793,46017318,114811805,109415036,111544553,1.8615,1.9949999999999999,1.7149999999999999,4.0,4.0
IBCP,3,IBCP,2021-12-31,111007770.0,124160520.0,120376563.0,85756105,87487874,87057993,54935037,56044402,55769022,44163928,45055779,44834393,107051993,109213813,108677180,1.52184,1.9110000000000003,1.2054,8.0,8.0
IBCP,4,IBCP,2020-12-31,118122720.0,129503280.0,126176476.0,89633100,92883050,91241564,57418626,59500532,58449002,46160559,47834266,46988910,111891765,115948778,113899660,1.8400800000000002,1.9425000000000001,1.7247999999999999,8.0,8.0
IBCP,5,IBCP,2019-12-31,118825000.0,125715000.0,124689095.0,78869327,78829007,78879165,53333975,53306709,53340628,43245319,43223210,43250713,118280653,118220184,118295407,1.99308,2.121,1.8718,7.0,7.0
IBCP,6,IBCP,2018-12-31,109465470.0,115872000.0,114853339.0,68973215,68282743,68686958,48629671,48142853,48427845,25903859,25644542,25796351,118014059,116832652,117524269,1.7765034000000002,1.8375000000000001,1.6954,8.0,8.0
IBCP,7,IBCP,2017-12-31,86524000.0,92514000.0,91161037.0,50426015,50201836,50421968,36868959,36705051,36866001,25511648,25398231,25509601,99776251,99332676,99768244,1.16484,1.281,0.9016000000000001,8.0,8.0
IBCP,8,IBCP,2016-12-31,77212000.0,82926000.0,81356512.0,42398987,43016565,42580179,31307202,31763218,31440992,21330029,21640719,21421182,91359914,92690648,91750339,1.0812000000000002,1.1550000000000002,1.0094,7.0,7.0
IBCP,9,IBCP,2015-12-31,72459000.0,76704000.0,76023500.0,36236643,35987557,36152568,25716393,25539622,25656727,18368852,18242587,18326233,88680737,88071159,88474984,0.8568,0.882,0.8231999999999999,5.0,5.0
FMNB,0,FMNB,2024-12-31,114411472.0,122667970.0,117949971.0,69033580,69033580,69033579,45383557,45383557,45383557,37676517,37676517,37676516,71544296,71544296,71544295,1.2530160073550678,1.3031366476492705,1.2154255271344157,1.0,1.0
FMNB,1,FMNB,2023-12-31,117356336.0,125825350.0,120985914.0,70696642,72082851,69651865,46476876,47388187,45790026,38584168,39340720,38013959,73267842,74704467,72185067,1.256503151316138,1.319328308881945,1.2188080567766537,1.0,1.0
FMNB,2,FMNB,2022-12-31,120377000.0,126582000.0,125961499.0,73597544,71279511,72671910,48383965,46860061,47775442,40167396,38902281,39662212,76274248,73871909,75314949,1.2852000000000001,1.3230000000000002,1.2348,3.0,3.0
FMNB,3,FMNB,2021-12-31,119310000.0,129540000.0,126435170.0,73165256,72613031,73057281,48099774,47736735,48028790,39931466,39630078,39872537,75826237,75253929,75714336,1.0710000000000002,1.1864999999999999,0.98,5.0,6.0
FMNB,4,FMNB,2020-12-31,124936000.0,136680000.0,132592829.0,75283082,78245682,76317213,49492060,51439711,50171911,41087314,42704215,41651713,78021088,81091435,79092829,1.3481034,1.4595,1.2152,5.0,6.0
FMNB,5,FMNB,2019-12-31,108737000.0,114454200.0,113837324.0,57896040,57843300,57869645,40639434,40602414,40620906,34573720,34542225,34557958,69762080,69698530,69730275,1.275,1.3230000000000002,1.2152,4.0,5.0
FMNB,6,FMNB,2018-12-31,102432000.0,107916000.0,107285499.0,44838095,44878493,44865720,34740095,34771395,34761498,23792476,23813912,23807135,67609142,67670057,67650797,1.1781000000000001,1.2285,1.1172,5.0,6.0
FMNB,7,FMNB,2017-12-31,97776000.0,102918000.0,102345829.0,39538799,38777191,39070571,30724278,30132457,30360433,22523321,22089470,22256594,69378886,68042489,68557283,0.8840034000000001,0.9135,0.8428,5.0,5.0
FMNB,8,FMNB,2016-12-31,89240000.0,95778000.0,94530329.0,23885671,23502021,23719681,14492059,14259289,14391349,11060597,10882942,10983733,78940119,77672188,78391536,0.7887966000000001,0.8190000000000001,0.7546,5.0,5.0
FMNB,9,FMNB,2015-12-31,64990000.0,70890000.0,69324500.0,22980621,23838107,23426514,14636534,15182674,14920527,11355932,11779661,11576271,50596986,52484934,51578720,0.40800000000000003,0.4305,0.3822,5.0,5.0
RRBI,0,RRBI,2024-12-31,73556811.0,78865034.0,75831764.0,45898447.0,45898447.0,45898447.0,32591726.0,32591726.0,32591727.0,26557804.0,26557804.0,26557804.0,52577483.0,52577483.0,52577483.0,4.1751992820993395,4.342207253383314,4.0499433036363595,1.0,2.0
RRBI,1,RRBI,2023-12-31,72244448.0,77457965.0,74478812.0,45007097.0,45889589.0,44341967.0,31958794.0,32585437.0,31486496.0,26042051.0,26552680.0,25657193.0,51556426.0,52567336.0,50794508.0,3.8472173651929467,4.039578233452594,3.731800844237158,1.0,2.0
RRBI,2,RRBI,2022-12-31,70955500.0,74613000.0,74247250.0,44956738.0,43459917.0,44195658.0,31923035.0,30860167.0,31382604.0,26012914.0,25146821.0,25572536.0,51498739.0,49784103.0,50626908.0,3.6159,3.8325,3.3712,3.0,4.0
RRBI,3,RRBI,2021-12-31,64748470.0,70431000.0,68919007.0,40779375.0,41266886.0,41025809.0,28956759.0,29302932.0,29131747.0,23595804.0,23877888.0,23738396.0,46713496.0,47271948.0,46995790.0,3.315,3.6225000000000005,2.989,4.0,4.0
RRBI,4,RRBI,2020-12-31,67923280.0,73011600.0,71864030.0,47195300.0,38675178.0,42466253.0,33512601.0,27462603.0,30154583.0,27308193.0,22378271.0,24571867.0,54063051.0,44303100.0,48645844.0,3.0702,3.1605,2.9497999999999998,4.0,4.0
RRBI,5,RRBI,2019-12-31,61744380.0,80991060.0,72601427.0,,,,,,,,,,,,,3.52002,3.6246,3.3810000000000002,4.0,4.0
BHB,0,BHB,2017-12-31,63375001.0,67948455.0,65335053.0,37368338.0,37368338.0,37368338.0,22496680.0,22496680.0,22496680.0,16144116.0,16144116.0,16144116.0,39907850.0,39907849.0,39907849.0,1.9586599851173006,2.037006384521993,1.8999001855637814,1.0,1.0
BHB,1,BHB,2016-12-31,58620667.0,62851025.0,60433678.0,36013714.0,36719866.0,35481493.0,22832902.0,23280606.0,22495471.0,16381959.0,16703174.0,16139861.0,35344511.0,36037541.0,34822180.0,1.8139869831388165,1.9046863322957575,1.759567373644652,1.0,1.0
BHB,2,BHB,2015-12-31,54223000.0,57018000.0,56738499.0,33408042.0,33408042.0,33408042.0,21328239.0,21328239.0,21328239.0,15183395.0,15183395.0,15183395.0,32255754.0,32255754.0,32255754.0,1.6967999999999999,1.764,1.6463999999999999,2.0,2.0
BHB,3,BHB,2014-12-31,52186000.0,54876000.0,54606999.0,35583252.0,35583252.0,35583252.0,20666388.0,20666388.0,20666388.0,14825887.0,14825887.0,14825887.0,31785803.0,31785803.0,31785803.0,1.6967999999999999,1.764,1.6463999999999999,2.0,2.0
BHB,4,BHB,2013-12-31,46463000.0,48858000.0,48618499.0,33876290.0,33876290.0,33876290.0,18040259.0,18040259.0,18040259.0,12959956.0,12959956.0,12959956.0,28304545.0,28304545.0,28304545.0,1.4633789,1.5213345,1.4199122,2.0,2.0
BHB,5,BHB,2012-12-31,44814000.0,47124000.0,46892999.0,35691384.0,35691384.0,35691384.0,16692307.0,16692307.0,16692307.0,11846153.0,11846153.0,11846153.0,27676923.0,27676923.0,27676923.0,1.5217367000000002,1.5820035000000003,1.4765366000000002,2.0,2.0
BHB,6,BHB,2011-12-31,41613000.0,43758000.0,43543499.0,36735728.0,36735728.0,36735728.0,15410679.0,15410679.0,15410679.0,11141504.0,11141504.0,11141504.0,25302669.0,25302669.0,25302669.0,1.3152422000000001,1.3673310000000003,1.2761756000000002,2.0,2.0
BHB,7,BHB,2010-12-31,39964000.0,42024000.0,41817999.0,36303768.0,36303768.0,36303768.0,14230917.0,14230917.0,14230917.0,10349758.0,10349758.0,10349758.0,24879227.0,24879227.0,24879227.0,1.2838211,1.3346655,1.2456878,2.0,2.0
BHB,8,BHB,2009-12-31,40158000.0,42228000.0,42020999.0,,,,,,,,,,,,,1.5486632999999999,1.6099964999999998,1.5026633999999999,2.0,2.0
CCNE,0,CCNE,2024-12-31,136352323.0,146192181.0,140569405.0,112307638,112307637,112307638,58031695,58031695,58031695,47819091,47819091,47819091,111589415,111589414,111589415,1.61147865355502,1.675937799697221,1.5631342939483694,1.0,1.0
CCNE,1,CCNE,2023-12-31,132978932.0,142575350.0,137091682.0,109353079,111497257,107737023,56505014,57612955,55669964,46561079,47474042,45872984,108653750,110784216,107048030,1.6793116577101719,1.7632772405956805,1.6289323079788667,1.0,1.0
CCNE,2,CCNE,2022-12-31,129689000.0,136374000.0,135705500.0,107413851,105885115,106644005,55502975,54713045,55105179,45735382,45084467,45407592,106726925,105207965,105962001,1.7850000000000001,1.8375000000000001,1.7149999999999999,3.0,3.0
CCNE,3,CCNE,2021-12-31,127652000.0,136170000.0,134538250.0,106971852,104497157,105711160,55274585,53995859,54623159,45547186,44493493,45010399,106287753,103828884,105035122,1.77327,2.184,1.3690599999999997,5.0,5.0
CCNE,4,CCNE,2020-12-31,121056000.0,132192000.0,129107999.0,100228845,102691636,101412817,51790333,53062909,52402116,42676103,43724727,43180223,99587868,102034909,100764268,1.9431,2.184,1.6954,5.0,5.0
CCNE,5,CCNE,2019-12-31,113694670.0,121176000.0,119841384.0,79754441,80495562,80169802,44567876,44982024,44799985,37355743,37702873,37550292,94626279,95505597,95119092,2.6859966,2.7825,2.5578,5.0,5.0
CCNE,6,CCNE,2018-12-31,102626000.0,108371940.0,107613852.0,65900652,66179080,66039866,40589042,40760529,40674786,26714513,26827381,26770947,85867121,86229905,86048513,2.2491000000000003,2.3520000000000003,2.1266,4.0,4.0
CCNE,7,CCNE,2017-12-31,91660150.0,96384900.0,95912424.0,50261075,50261075,50261075,30798148,30798148,30798148,22828261,22828261,22828261,79206510,79206510,79206510,1.7034,1.7535,1.6365999999999998,3.0,3.0
CCNE,8,CCNE,2016-12-31,82472310.0,86723460.0,86298344.0,51275419,51275419,51275419,33263181,33263181,33263181,24216695,24216695,24216695,64386932,64386932,64386932,1.6320000000000001,1.6800000000000002,1.568,3.0,3.0
CCNE,9,CCNE,2015-12-31,75594040.0,79490640.0,79100979.0,49363845,49363845,49363845,32760875,32760875,32760875,23339645,23339645,23339645,57178792,57178792,57178792,1.5708,1.6170000000000002,1.5092,3.0,3.0
BSRR,0,BSRR,2024-12-31,132479026.0,142039368.0,136576315.0,74093775,74093775,74093775,54096005,54096006,54096005,40767560,40767560,40767560,82902317,82902317,82902317,2.4157680329917914,2.512398754311463,2.3432949920020376,2.0,2.0
BSRR,1,BSRR,2023-12-31,129528995.0,138876448.0,133535046.0,73314079,72761405,71256104,53526748,53123240,52024217,40338559,40034469,39206228,82029927,81411549,79727293,2.277952970292927,2.3918506188075734,2.209614381184139,2.0,2.0
BSRR,2,BSRR,2022-12-31,124936000.0,134969460.0,132519922.0,72442573,69167588,70533102,52890460,50499387,51496352,39859042,38057094,38808422,81054813,77390487,78918338,2.19096,2.3057999999999996,2.058,4.0,4.0
BSRR,3,BSRR,2021-12-31,116074080.0,131333160.0,126453165.0,66347097,68171109,67394096,48440141,49771856,49204558,36505216,37508816,37081292,74234685,76275542,75406155,1.7734434000000001,2.11785,1.323,7.0,8.0
BSRR,4,BSRR,2020-12-31,118192560.0,130152000.0,126760710.0,66254089,68843896,67576032,48372236,50263059,49337389,36454042,37878995,37181396,74130620,77028312,75609720,2.0025966,2.2365,1.8032000000000001,7.0,8.0
BSRR,5,BSRR,2019-12-31,116594000.0,123561780.0,122600073.0,55905652,55638606,55734159,41736814,41537448,41608784,31291012,31141543,31195025,78418901,78044316,78178348,2.333352,2.415,2.2148,6.0,7.0
BSRR,6,BSRR,2018-12-31,110580000.0,117750840.0,116634055.0,49648598,49303843,49434093,39277320,39004583,39107625,23130280,22969666,23030347,76119563,75590998,75790693,1.9976699999999998,2.09055,1.8914,8.0,8.0
BSRR,7,BSRR,2017-12-31,93411000.0,100164000.0,98952603.0,37580093,37511938,37589090,30445348,30390133,30452637,20284197,20247410,20289054,67032420,66910852,67048469,1.53255,1.6170000000000002,1.4014,8.0,8.0
BSRR,8,BSRR,2016-12-31,80898000.0,86904000.0,85676758.0,34795129,34866878,34877048,29393625,29454236,29462827,19568672,19609024,19614743,54917275,55030517,55046567,1.25664,1.3125,1.1858,7.0,7.0
BSRR,9,BSRR,2015-12-31,74690000.0,80070000.0,78916249.0,30235716,29844747,30037073,24594029,24276011,24432451,17468656,17242774,17353891,53785074,53089595,53431717,1.2801,1.3230000000000002,1.225,4.0,4.0
FISI,0,FISI,2024-12-31,105209247.0,112801667.0,108463141.0,91809066,91809066,91809066,51213705,51213705,51213705,42113126,42113126,42113126,95558239,95558238,95558239,2.371637140382785,2.4665026259980967,2.3004880261713017,1.0,1.0
FISI,1,FISI,2023-12-31,115197916.0,123511168.0,118760738.0,100363939,102331860,98880729,55985857,57083619,55158480,46037275,46939967,45356922,104462464,106510748,102918684,2.180082757449153,2.2890868953216104,2.114680274725678,1.0,1.0
FISI,2,FISI,2022-12-31,126134920.0,132636720.0,131986539.0,133772496,82529031,113376246,74622100,46037039,63244492,61361893,37856343,52006065,139235314,85899238,118006150,2.04408,2.1042,1.9639199999999999,3.0,3.0
FISI,3,FISI,2021-12-31,123814680.0,211038000.0,152866105.0,128100599,137431473,128403221,71458155,76663182,71626966,58760175,63040278,58898988,133331796,143043711,133646776,2.173365,2.793,1.5709400000000002,6.0,6.0
FISI,4,FISI,2020-12-31,128852860.0,204714000.0,158711489.0,108571851,163698050,127669636,60564465,91315426,71217752,49802273,75088846,58562491,113005560,170382928,132883234,1.7595,1.8165,1.6856,6.0,6.0
FISI,5,FISI,2019-12-31,126420100.0,133212000.0,132421974.0,92049917,91797443,91969480,53092405,52946783,53046011,42367164,42250960,42330142,117703242,117380407,117600389,2.8764,3.003,2.7243999999999997,4.0,4.0
FISI,6,FISI,2018-12-31,117942300.0,124620540.0,123649735.0,73022516,71244715,72204059,47277628,46126610,46747727,36461774,35574078,36053100,112969943,110219585,111703744,2.601,2.6985,2.4696,7.0,7.0
FISI,7,FISI,2017-12-31,108446000.0,117445860.0,114982650.0,68558204,70297831,69354248,48311425,49537301,48872380,34947829,35834611,35353616,103219279,105838413,104417781,1.9889999999999999,2.1,1.8718,7.0,7.0
FISI,8,FISI,2016-12-31,99084530.0,104652000.0,103851074.0,58724349,45486557,53469460,41933944,32481087,38181528,30565957,23675701,27830794,93599549,72500100,85223889,2.0808,2.1734999999999998,1.9796,5.0,5.0
FISI,9,FISI,2015-12-31,91859000.0,125256000.0,105739989.0,51785676,52003114,49725604,39672377,39838953,38094181,29906869,30032442,28717152,81582684,81925233,78337264,1.9821966,2.0685000000000002,1.8619999999999999,5.0,5.0
BWB,0,BWB,2023-12-31,101160071.0,108460282.0,104288733.0,94816475.0,94816475.0,94816475.0,52535545.0,52535545.0,52535544.0,43045809.0,43045809.0,43045808.0,54325752.0,54325752.0,54325751.0,0.7684348853297671,0.7991722807429579,0.7453818387698741,2.0,1.0
BWB,1,BWB,2022-12-31,93396176.0,100136106.0,96284718.0,90508317.0,86053888.0,86056126.0,50148497.0,47680404.0,47681644.0,41089945.0,39067675.0,39068691.0,51857363.0,49305167.0,49306449.0,0.824660459532797,0.8658934825094369,0.7999206457468131,2.0,1.0
BWB,2,BWB,2021-12-31,83216300.0,93840000.0,90228424.0,81013879.0,80282163.0,80633585.0,44887856.0,44482429.0,44677144.0,36779558.0,36447366.0,36606908.0,46417459.0,45998217.0,46199567.0,0.89385,0.95025,0.833,3.0,4.0
BWB,3,BWB,2020-12-31,83092140.0,94554000.0,90518714.0,77701043.0,84084970.0,80893006.0,43052293.0,46589475.0,44820883.0,35275561.0,38173806.0,36724683.0,44519347.0,48177062.0,46348204.0,1.0369367,1.1550000000000002,0.8918,3.0,4.0
BWB,4,BWB,2019-12-31,73970260.0,77783160.0,77401870.0,60446873.0,59652681.0,60047151.0,36260904.0,35784483.0,36021119.0,30367830.0,29968837.0,30167014.0,39637238.0,39116457.0,39375126.0,1.03525,1.0815000000000001,0.9996,2.0,3.0
